ncrnaId,drugId,ncrnaName,ncrnaType,drugName,phenotypeCount,pmidCount,effects,detectionMethods,levels,fda,targetGenes,pathways
miRBase:MIMAT0004496,DrugBank:DB08912,hsa-miR-23a-5p,miRNA,Dabrafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004496,DrugBank:DB09073,hsa-miR-23a-5p,miRNA,Palbociclib,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004497,DrugBank:DB00317,hsa-miR-24-2-5p,miRNA,Gefitinib,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004497,DrugBank:DB00441,hsa-miR-24-2-5p,miRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004497,DrugBank:DB00515,hsa-miR-24-2-5p,miRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004497,DrugBank:DB00526,hsa-miR-24-2-5p,miRNA,Oxaliplatin,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004498,DrugBank:DB00441,hsa-miR-25-5p,miRNA,Gemcitabine,2,3,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004498,DrugBank:DB00515,hsa-miR-25-5p,miRNA,Cisplatin,1,1,resistant,Microarray,High,approved,"NUPR1, HTRA1, RGS10",
miRBase:MIMAT0004498,DrugBank:DB00541,hsa-miR-25-5p,miRNA,Vincristine,1,1,resistant,Microarray,High,approved,"NUPR1, HTRA1, RGS10",
miRBase:MIMAT0004498,DrugBank:DB00544,hsa-miR-25-5p,miRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,"NUPR1, HTRA1, RGS10",
miRBase:MIMAT0004498,DrugBank:DB00619,hsa-miR-25-5p,miRNA,Imatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004498,DrugBank:DB00997,hsa-miR-25-5p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004498,DrugBank:DB08881,hsa-miR-25-5p,miRNA,Vemurafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004498,DrugBank:DB08901,hsa-miR-25-5p,miRNA,Ponatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004498,DrugBank:DB08912,hsa-miR-25-5p,miRNA,Dabrafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004499,DrugBank:DB00441,hsa-miR-26a-1-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004499,DrugBank:DB01248,hsa-miR-26a-1-3p,miRNA,Docetaxel,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004499,DrugBank:DB01268,hsa-miR-26a-1-3p,miRNA,Sunitinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004500,DrugBank:DB00619,hsa-miR-26b-3p,miRNA,Imatinib,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004500,DrugBank:DB00947,hsa-miR-26b-3p,miRNA,Fulvestrant,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004501,DrugBank:DB00441,hsa-miR-27a-5p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004501,DrugBank:DB00526,hsa-miR-27a-5p,miRNA,Oxaliplatin,1,2,resistant|sensitive,Microarray|RNA-seq,High,approved,,
miRBase:MIMAT0004501,DrugBank:DB00544,hsa-miR-27a-5p,miRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004501,DrugBank:DB00619,hsa-miR-27a-5p,miRNA,Imatinib,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004501,DrugBank:DB08881,hsa-miR-27a-5p,miRNA,Vemurafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004501,DrugBank:DB08912,hsa-miR-27a-5p,miRNA,Dabrafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004502,DrugBank:DB00515,hsa-miR-28-3p,miRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004502,DrugBank:DB00526,hsa-miR-28-3p,miRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004502,DrugBank:DB01229,hsa-miR-28-3p,miRNA,Paclitaxel,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB00398,hsa-miR-29a-5p,miRNA,Sorafenib,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB00441,hsa-miR-29a-5p,miRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB00544,hsa-miR-29a-5p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB00619,hsa-miR-29a-5p,miRNA,Imatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB00661,hsa-miR-29a-5p,miRNA,Verapamil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB00947,hsa-miR-29a-5p,miRNA,Fulvestrant,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB00997,hsa-miR-29a-5p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004503,DrugBank:DB01204,hsa-miR-29a-5p,miRNA,Mitoxantrone,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB00317,hsa-miR-31-3p,miRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB00441,hsa-miR-31-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB00515,hsa-miR-31-3p,miRNA,Cisplatin,2,2,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB00544,hsa-miR-31-3p,miRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB00661,hsa-miR-31-3p,miRNA,Verapamil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB00947,hsa-miR-31-3p,miRNA,Fulvestrant,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB00997,hsa-miR-31-3p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB01229,hsa-miR-31-3p,miRNA,Paclitaxel,3,3,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB08881,hsa-miR-31-3p,miRNA,Vemurafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004504,DrugBank:DB08912,hsa-miR-31-3p,miRNA,Dabrafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004505,DrugBank:DB00526,hsa-miR-32-3p,miRNA,Oxaliplatin,1,1,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004505,DrugBank:DB01204,hsa-miR-32-3p,miRNA,Mitoxantrone,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004506,DrugBank:DB00441,hsa-miR-33a-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004506,DrugBank:DB00515,hsa-miR-33a-3p,miRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004506,DrugBank:DB00544,hsa-miR-33a-3p,miRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004506,DrugBank:DB00661,hsa-miR-33a-3p,miRNA,Verapamil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004506,DrugBank:DB00675,hsa-miR-33a-3p,miRNA,Tamoxifen,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004506,DrugBank:DB00997,hsa-miR-33a-3p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004507,DrugBank:DB00398,hsa-miR-92a-1-5p,miRNA,Sorafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004507,DrugBank:DB00515,hsa-miR-92a-1-5p,miRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004507,DrugBank:DB00544,hsa-miR-92a-1-5p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004507,DrugBank:DB01229,hsa-miR-92a-1-5p,miRNA,Paclitaxel,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004507,DrugBank:DB08881,hsa-miR-92a-1-5p,miRNA,Vemurafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004507,DrugBank:DB08912,hsa-miR-92a-1-5p,miRNA,Dabrafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004508,DrugBank:DB00997,hsa-miR-92a-2-5p,miRNA,Doxorubicin,1,1,sensitive,Microarray,High,approved,"EPAS1,FBN2,CBX5,C16ORF5",
miRBase:MIMAT0004508,DrugBank:DB08881,hsa-miR-92a-2-5p,miRNA,Vemurafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004508,DrugBank:DB08912,hsa-miR-92a-2-5p,miRNA,Dabrafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004508,DrugBank:DB11672,hsa-miR-92a-2-5p,miRNA,Curcumin,1,1,sensitive,Microarray,High,approved,"EPAS1,FBN2,CBX5,C16ORF5",
miRBase:MIMAT0004509,DrugBank:DB00441,hsa-miR-93-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004509,DrugBank:DB00515,hsa-miR-93-3p,miRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004509,DrugBank:DB00526,hsa-miR-93-3p,miRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004509,DrugBank:DB00541,hsa-miR-93-3p,miRNA,Vincristine,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004509,DrugBank:DB00544,hsa-miR-93-3p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004510,DrugBank:DB01248,hsa-miR-96-3p,miRNA,Docetaxel,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004511,DrugBank:DB00853,hsa-miR-99a-3p,miRNA,Temozolomide,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004511,DrugBank:DB00947,hsa-miR-99a-3p,miRNA,Fulvestrant,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004511,DrugBank:DB01268,hsa-miR-99a-3p,miRNA,Sunitinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004512,DrugBank:DB00515,hsa-miR-100-3p,miRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004512,DrugBank:DB00619,hsa-miR-100-3p,miRNA,Imatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004512,DrugBank:DB01248,hsa-miR-100-3p,miRNA,Docetaxel,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004512,DrugBank:DB08901,hsa-miR-100-3p,miRNA,Ponatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004513,DrugBank:DB00661,hsa-miR-101-5p,miRNA,Verapamil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004513,DrugBank:DB00997,hsa-miR-101-5p,miRNA,Doxorubicin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00398,hsa-miR-29b-1-5p,miRNA,Sorafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00441,hsa-miR-29b-1-5p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00515,hsa-miR-29b-1-5p,miRNA,Cisplatin,3,3,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00526,hsa-miR-29b-1-5p,miRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00544,hsa-miR-29b-1-5p,miRNA,Fluorouracil,2,2,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00563,hsa-miR-29b-1-5p,miRNA,Methotrexate,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00619,hsa-miR-29b-1-5p,miRNA,Imatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00675,hsa-miR-29b-1-5p,miRNA,Tamoxifen,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB00997,hsa-miR-29b-1-5p,miRNA,Doxorubicin,1,1,sensitive,Microarray,High,approved,"VEGFA,GPRC5C,C16ORF5,TFPI",
miRBase:MIMAT0004514,DrugBank:DB01229,hsa-miR-29b-1-5p,miRNA,Paclitaxel,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB08881,hsa-miR-29b-1-5p,miRNA,Vemurafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB08901,hsa-miR-29b-1-5p,miRNA,Ponatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB08912,hsa-miR-29b-1-5p,miRNA,Dabrafenib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004514,DrugBank:DB11672,hsa-miR-29b-1-5p,miRNA,Curcumin,1,1,sensitive,Microarray,High,approved,"VEGFA,GPRC5C,C16ORF5,TFPI",
miRBase:MIMAT0004515,DrugBank:DB00317,hsa-miR-29b-2-5p,miRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004515,DrugBank:DB00544,hsa-miR-29b-2-5p,miRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004515,DrugBank:DB01101,hsa-miR-29b-2-5p,miRNA,Capecitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004515,DrugBank:DB09063,hsa-miR-29b-2-5p,miRNA,Ceritinib,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004516,DrugBank:DB01248,hsa-miR-105-3p,miRNA,Docetaxel,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004517,DrugBank:DB01229,hsa-miR-106a-3p,miRNA,Paclitaxel,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004517,DrugBank:DB01248,hsa-miR-106a-3p,miRNA,Docetaxel,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004518,DrugBank:DB00526,hsa-miR-16-2-3p,miRNA,Oxaliplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004518,DrugBank:DB01204,hsa-miR-16-2-3p,miRNA,Mitoxantrone,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004518,DrugBank:DB01229,hsa-miR-16-2-3p,miRNA,Paclitaxel,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004543,DrugBank:DB00441,hsa-miR-192-3p,miRNA,Gemcitabine,1,2,resistant|sensitive,Microarray|RNA-seq,High,approved,,
miRBase:MIMAT0004543,DrugBank:DB00515,hsa-miR-192-3p,miRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004543,DrugBank:DB00544,hsa-miR-192-3p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004543,DrugBank:DB00661,hsa-miR-192-3p,miRNA,Verapamil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004543,DrugBank:DB00997,hsa-miR-192-3p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004543,DrugBank:DB01229,hsa-miR-192-3p,miRNA,Paclitaxel,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004548,DrugBank:DB00441,hsa-miR-129-1-3p,miRNA,Gemcitabine,2,2,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004548,DrugBank:DB00526,hsa-miR-129-1-3p,miRNA,Oxaliplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004548,DrugBank:DB00997,hsa-miR-129-1-3p,miRNA,Doxorubicin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004548,DrugBank:DB08881,hsa-miR-129-1-3p,miRNA,Vemurafenib,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004548,DrugBank:DB09063,hsa-miR-129-1-3p,miRNA,Ceritinib,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00317,hsa-miR-148a-5p,miRNA,Gefitinib,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00361,hsa-miR-148a-5p,miRNA,Vinorelbine,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00441,hsa-miR-148a-5p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00526,hsa-miR-148a-5p,miRNA,Oxaliplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00531,hsa-miR-148a-5p,miRNA,Cyclophosphamide,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00541,hsa-miR-148a-5p,miRNA,Vincristine,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00715,hsa-miR-148a-5p,miRNA,Paroxetine,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00773,hsa-miR-148a-5p,miRNA,Etoposide,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB00997,hsa-miR-148a-5p,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004549,DrugBank:DB01229,hsa-miR-148a-5p,miRNA,Paclitaxel,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004550,DrugBank:DB00317,hsa-miR-30c-2-3p,miRNA,Gefitinib,1,2,resistant|sensitive,Microarray|RNA-seq,High,approved,,
miRBase:MIMAT0004550,DrugBank:DB00441,hsa-miR-30c-2-3p,miRNA,Gemcitabine,2,2,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004550,DrugBank:DB00515,hsa-miR-30c-2-3p,miRNA,Cisplatin,2,2,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004550,DrugBank:DB00526,hsa-miR-30c-2-3p,miRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004550,DrugBank:DB00619,hsa-miR-30c-2-3p,miRNA,Imatinib,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004550,DrugBank:DB01229,hsa-miR-30c-2-3p,miRNA,Paclitaxel,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004550,DrugBank:DB09063,hsa-miR-30c-2-3p,miRNA,Ceritinib,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004551,DrugBank:DB00515,hsa-miR-30d-3p,miRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004551,DrugBank:DB00661,hsa-miR-30d-3p,miRNA,Verapamil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004551,DrugBank:DB00997,hsa-miR-30d-3p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004552,DrugBank:DB00317,hsa-miR-139-3p,miRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004552,DrugBank:DB00441,hsa-miR-139-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004552,DrugBank:DB00515,hsa-miR-139-3p,miRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004552,DrugBank:DB00526,hsa-miR-139-3p,miRNA,Oxaliplatin,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004552,DrugBank:DB00619,hsa-miR-139-3p,miRNA,Imatinib,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004552,DrugBank:DB08881,hsa-miR-139-3p,miRNA,Vemurafenib,1,1,sensitive,Nanostring,High,approved,,
miRBase:MIMAT0004552,DrugBank:DB08911,hsa-miR-139-3p,miRNA,Trametinib,1,1,sensitive,Nanostring,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB00398,hsa-miR-7-1-3p,miRNA,Sorafenib,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB00441,hsa-miR-7-1-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB00515,hsa-miR-7-1-3p,miRNA,Cisplatin,2,2,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB00526,hsa-miR-7-1-3p,miRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB00544,hsa-miR-7-1-3p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB00661,hsa-miR-7-1-3p,miRNA,Verapamil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB00997,hsa-miR-7-1-3p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004553,DrugBank:DB01248,hsa-miR-7-1-3p,miRNA,Docetaxel,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004554,DrugBank:DB00619,hsa-miR-7-2-3p,miRNA,Imatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004555,DrugBank:DB00441,hsa-miR-10a-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004555,DrugBank:DB00515,hsa-miR-10a-3p,miRNA,Cisplatin,2,2,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004555,DrugBank:DB00526,hsa-miR-10a-3p,miRNA,Oxaliplatin,1,2,resistant,Microarray,High,approved,,
miRBase:MIMAT0004555,DrugBank:DB00997,hsa-miR-10a-3p,miRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004555,DrugBank:DB09063,hsa-miR-10a-3p,miRNA,Ceritinib,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00361,hsa-miR-10b-3p,miRNA,Vinorelbine,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00441,hsa-miR-10b-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00515,hsa-miR-10b-3p,miRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00541,hsa-miR-10b-3p,miRNA,Vincristine,2,2,resistant|sensitive,Microarray|RNA-seq,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00544,hsa-miR-10b-3p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00773,hsa-miR-10b-3p,miRNA,Etoposide,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00928,hsa-miR-10b-3p,miRNA,Azacitidine,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB00997,hsa-miR-10b-3p,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB01229,hsa-miR-10b-3p,miRNA,Paclitaxel,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004556,DrugBank:DB09063,hsa-miR-10b-3p,miRNA,Ceritinib,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004557,DrugBank:DB00441,hsa-miR-34a-3p,miRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004557,DrugBank:DB00619,hsa-miR-34a-3p,miRNA,Imatinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004557,DrugBank:DB09063,hsa-miR-34a-3p,miRNA,Ceritinib,1,1,sensitive,RNA-seq,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00361,hsa-miR-181a-2-3p,miRNA,Vinorelbine,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00441,hsa-miR-181a-2-3p,miRNA,Gemcitabine,1,3,sensitive,Microarray|RNA-seq,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00515,hsa-miR-181a-2-3p,miRNA,Cisplatin,1,3,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00526,hsa-miR-181a-2-3p,miRNA,Oxaliplatin,1,1,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00541,hsa-miR-181a-2-3p,miRNA,Vincristine,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00544,hsa-miR-181a-2-3p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00773,hsa-miR-181a-2-3p,miRNA,Etoposide,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB00997,hsa-miR-181a-2-3p,miRNA,Doxorubicin,2,2,resistant,Microarray|RNA-seq,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB01229,hsa-miR-181a-2-3p,miRNA,Paclitaxel,3,3,resistant|sensitive,Microarray|RNA-seq,High,approved,,
miRBase:MIMAT0004558,DrugBank:DB09063,hsa-miR-181a-2-3p,miRNA,Ceritinib,1,1,resistant,RNA-seq,High,approved,,
miRBase:MIMAT0004559,DrugBank:DB00515,hsa-miR-181c-3p,miRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004559,DrugBank:DB00675,hsa-miR-181c-3p,miRNA,Tamoxifen,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004559,DrugBank:DB00715,hsa-miR-181c-3p,miRNA,Paroxetine,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004559,DrugBank:DB01268,hsa-miR-181c-3p,miRNA,Sunitinib,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004560,DrugBank:DB00515,hsa-miR-183-3p,miRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004560,DrugBank:DB00544,hsa-miR-183-3p,miRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
miRBase:MIMAT0004561,DrugBank:DB00441,hsa-miR-187-5p,miRNA,Gemcitabine,1,2,resistant|sensitive,Microarray,High,approved,,
miRBase:MIMAT0004561,DrugBank:DB00544,hsa-miR-187-5p,miRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004561,DrugBank:DB01229,hsa-miR-187-5p,miRNA,Paclitaxel,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004561,DrugBank:DB01248,hsa-miR-187-5p,miRNA,Docetaxel,1,1,resistant,Microarray,High,approved,,
miRBase:MIMAT0004561,DrugBank:DB08881,hsa-miR-187-5p,miRNA,Vemurafenib,1,1,resistant,Microarray,High,approved,,
