drugId,diseaseId,max_phase,labels,statuses
CHEMBL1555,MONDO_0004975,4.0,Alzheimer disease,Terminated | Completed
CHEMBL1557,EFO_0000373,4.0,congestive heart failure,
CHEMBL1557,EFO_0000612,4.0,myocardial infarction,
CHEMBL1560,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1560,EFO_0000373,4.0,congestive heart failure,
CHEMBL1560,EFO_0000401,4.0,diabetic nephropathy,
CHEMBL1560,EFO_0000537,4.0,hypertension,Unknown status
CHEMBL1560,EFO_0000612,4.0,myocardial infarction,
CHEMBL1560,EFO_0003144,4.0,heart failure,
CHEMBL1560,EFO_0005755,4.0,rheumatic disease,
CHEMBL1560,EFO_1002048,4.0,kidney failure,
CHEMBL1561,EFO_0000400,4.0,diabetes mellitus,
CHEMBL1561,MONDO_0005148,4.0,type 2 diabetes mellitus,
CHEMBL1562610,EFO_0000685,4.0,rheumatoid arthritis,
CHEMBL1562610,EFO_0002609,4.0,juvenile idiopathic arthritis,
CHEMBL1562610,HP_0001945,4.0,Fever,
CHEMBL1562610,HP_0100607,4.0,Dysmenorrhea,
CHEMBL1562610,MONDO_0005178,4.0,osteoarthritis,
CHEMBL1563,EFO_0004289,4.0,lymphoid leukemia,
CHEMBL1567,EFO_0000681,4.0,renal cell carcinoma,Completed
CHEMBL1567,EFO_1001901,4.0,neuroendocrine neoplasm,
CHEMBL1567,MONDO_0011719,4.0,gastrointestinal stromal tumor,Completed
CHEMBL1568057,MONDO_0004979,4.0,asthma,
CHEMBL1569,EFO_0000544,4.0,infection,
CHEMBL1569,EFO_0007328,4.0,influenza,
CHEMBL1569,EFO_1000860,4.0,cerebral atherosclerosis,
CHEMBL1569,EFO_1001175,4.0,secondary Parkinson disease,
CHEMBL1569,EFO_1001402,4.0,postencephalitic Parkinson disease,
CHEMBL1569,MONDO_0005180,4.0,Parkinson disease,Completed
CHEMBL1574,EFO_0001073,4.0,obesity,"Completed | Recruiting | Active, not recruiting"
CHEMBL1577,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1580,EFO_0000616,4.0,neoplasm,
CHEMBL1581,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1587,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1590,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1590,EFO_0005854,4.0,allergic rhinitis,Not yet recruiting | Completed
CHEMBL1590,EFO_0007214,4.0,common cold,
CHEMBL1590,HP_0001742,4.0,Nasal congestion,
CHEMBL1592,EFO_0000319,4.0,cardiovascular disease,Completed
CHEMBL1595,HP_0012531,4.0,Pain,Completed
CHEMBL160,EFO_0000676,4.0,psoriasis,Completed | Not yet recruiting | Recruiting
CHEMBL160,EFO_0000685,4.0,rheumatoid arthritis,Completed
CHEMBL160,EFO_0003966,4.0,eye disease,
CHEMBL160,MP_0001845,4.0,inflammation,Completed
CHEMBL1607273,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1607273,EFO_0005531,4.0,urticaria,
CHEMBL1607273,EFO_0005854,4.0,allergic rhinitis,
CHEMBL1607273,EFO_0007141,4.0,allergic conjunctivitis,
CHEMBL1607273,EFO_1001417,4.0,"Rhinitis, Allergic, Perennial",
CHEMBL1607273,HP_0000989,4.0,Pruritus,
CHEMBL1607273,HP_0001742,4.0,Nasal congestion,
CHEMBL1614701,EFO_0000616,4.0,neoplasm,
CHEMBL1615369,EFO_0000275,4.0,atrial fibrillation,Completed
CHEMBL1615369,EFO_0000712,4.0,stroke,
CHEMBL1615369,EFO_0003827,4.0,pulmonary embolism,
CHEMBL1615369,EFO_0003907,4.0,deep vein thrombosis,
CHEMBL1615369,EFO_0004286,4.0,venous thromboembolism,
CHEMBL1615372,MONDO_0004985,4.0,bipolar disorder,
CHEMBL1615372,MONDO_0005090,4.0,schizophrenia,
CHEMBL1615438,EFO_0005751,4.0,eye allergy,
CHEMBL1615438,HP_0001742,4.0,Nasal congestion,
CHEMBL1615779,EFO_0000239,4.0,adrenal gland pheochromocytoma,
CHEMBL1615779,EFO_0000621,4.0,neuroblastoma,
CHEMBL1615779,EFO_1000453,4.0,Paraganglioma,
CHEMBL1620,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1620,EFO_0003958,4.0,sunburn,
CHEMBL1620,EFO_0004698,4.0,insomnia,
CHEMBL1620,EFO_0005854,4.0,allergic rhinitis,
CHEMBL1620,EFO_0006928,4.0,motion sickness,
CHEMBL1620,EFO_0007214,4.0,common cold,
CHEMBL1620,EFO_0009516,4.0,burn,
CHEMBL1620,HP_0000989,4.0,Pruritus,
CHEMBL1620,HP_0001742,4.0,Nasal congestion,
CHEMBL1620,HP_0001945,4.0,Fever,
CHEMBL1620,HP_0002013,4.0,Vomiting,
CHEMBL1620,HP_0002017,4.0,Nausea and vomiting,
CHEMBL1620,HP_0002018,4.0,Nausea,
CHEMBL1620,HP_0002315,4.0,Headache,
CHEMBL1620,HP_0012531,4.0,Pain,
CHEMBL1620,HP_0012735,4.0,Cough,
CHEMBL1620,MONDO_0002258,4.0,pharyngitis,
CHEMBL1621,EFO_0000677,4.0,mental or behavioural disorder,Completed
CHEMBL1621,EFO_0005407,4.0,psychosis,Completed
CHEMBL1621,EFO_0005411,4.0,schizoaffective disorder,Unknown status | Completed
CHEMBL1621,MONDO_0005090,4.0,schizophrenia,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status | Withdrawn
CHEMBL1623,MONDO_0005271,4.0,allergic disease,
CHEMBL1626,HP_0000989,4.0,Pruritus,
CHEMBL1626,MONDO_0005271,4.0,allergic disease,
CHEMBL1628234,EFO_0000274,4.0,atopic eczema,
CHEMBL1628234,EFO_0004698,4.0,insomnia,
CHEMBL1628234,MONDO_0004985,4.0,bipolar disorder,
CHEMBL1628234,MONDO_0007079,4.0,alcohol dependence,
CHEMBL163,EFO_0000180,4.0,HIV-1 infection,Completed | Not yet recruiting
CHEMBL163,EFO_0000764,4.0,HIV infection,"Active, not recruiting | Completed | Terminated | Unknown status"
CHEMBL163,EFO_0003047,4.0,hepatitis C virus infection,"Active, not recruiting"
CHEMBL163,EFO_0004220,4.0,chronic hepatitis C virus infection,Completed | Unknown status
CHEMBL1639,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1642,EFO_0000339,4.0,chronic myelogenous leukemia,Completed
CHEMBL1642,MONDO_0011719,4.0,gastrointestinal stromal tumor,"Active, not recruiting | Completed"
CHEMBL1643,EFO_0001422,4.0,cirrhosis of liver,Completed | Unknown status
CHEMBL1643,EFO_0004220,4.0,chronic hepatitis C virus infection,Completed | Terminated | Unknown status
CHEMBL1643,EFO_0006890,4.0,fibrosis,
CHEMBL1650,EFO_0000274,4.0,atopic eczema,
CHEMBL1650,EFO_0000398,4.0,dermatomyositis,
CHEMBL1650,EFO_0000565,4.0,leukemia,
CHEMBL1650,EFO_0000574,4.0,lymphoma,
CHEMBL1650,EFO_0000685,4.0,rheumatoid arthritis,
CHEMBL1650,EFO_0002609,4.0,juvenile idiopathic arthritis,
CHEMBL1650,EFO_0003063,4.0,polymyositis,
CHEMBL1650,EFO_0003106,4.0,pneumonia,
CHEMBL1650,EFO_0003778,4.0,psoriatic arthritis,
CHEMBL1650,EFO_0004255,4.0,nephrotic syndrome,
CHEMBL1650,EFO_0004274,4.0,gout,
CHEMBL1650,EFO_0004276,4.0,Stevens-Johnson syndrome,
CHEMBL1650,EFO_0005319,4.0,contact dermatitis,
CHEMBL1650,EFO_0005558,4.0,hemolytic anemia,
CHEMBL1650,EFO_0005752,4.0,eye inflammation,
CHEMBL1650,EFO_0007160,4.0,autoimmune thrombocytopenic purpura,
CHEMBL1650,EFO_0007403,4.0,ophthalmic herpes zoster,
CHEMBL1650,EFO_0008997,4.0,synovitis,
CHEMBL1650,EFO_0009456,4.0,exfoliative dermatitis,
CHEMBL1650,EFO_1000039,4.0,meningeal tuberculosis,
CHEMBL1650,EFO_1000049,4.0,pulmonary tuberculosis,
CHEMBL1650,EFO_1000684,4.0,dermatitis herpetiformis,
CHEMBL1650,EFO_1000694,4.0,erythema multiforme,
CHEMBL1650,EFO_1000764,4.0,seborrheic dermatitis,
CHEMBL1650,EFO_1000941,4.0,frozen shoulder,
CHEMBL1650,EFO_1000997,4.0,iritis,
CHEMBL1650,EFO_1001119,4.0,posterior uveitis,
CHEMBL1650,EFO_1001194,4.0,subacute thyroiditis,
CHEMBL1650,EFO_1001205,4.0,sympathetic ophthalmia,
CHEMBL1650,EFO_1001435,4.0,tenosynovitis,
CHEMBL1650,EFO_1001896,4.0,lateral epicondylitis,
CHEMBL1650,HP_0001094,4.0,Iridocyclitis,
CHEMBL1650,HP_0001873,4.0,Thrombocytopenia,
CHEMBL1650,HP_0001915,4.0,Aplastic anemia,
CHEMBL1650,HP_0003072,4.0,Hypercalcemia,
CHEMBL1650,HP_0004398,4.0,Peptic ulcer,
CHEMBL1650,MONDO_0004979,4.0,asthma,
CHEMBL1650,MONDO_0005178,4.0,osteoarthritis,
CHEMBL1650,MONDO_0005271,4.0,allergic disease,
CHEMBL1650,MONDO_0007915,4.0,systemic lupus erythematosus,
CHEMBL1650,MONDO_0008728,4.0,classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,
CHEMBL1650,MONDO_0015128,4.0,primary adrenal insufficiency,Completed
CHEMBL1650,MONDO_0018479,4.0,congenital adrenal hyperplasia,Recruiting
CHEMBL1650,MONDO_0043579,4.0,enteritis,
CHEMBL1654,EFO_0003854,4.0,postmenopausal osteoporosis,Completed | Recruiting
CHEMBL1654,EFO_0003882,4.0,osteoporosis,Completed
CHEMBL1654,MONDO_0021165,4.0,Paget disease,
CHEMBL1659,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1659,EFO_0007214,4.0,common cold,
CHEMBL1659,EFO_0007486,4.0,sinusitis,
CHEMBL1659,HP_0001742,4.0,Nasal congestion,
CHEMBL1659,HP_0001945,4.0,Fever,
CHEMBL1659,HP_0002315,4.0,Headache,
CHEMBL1659,HP_0012531,4.0,Pain,
CHEMBL1659,HP_0012735,4.0,Cough,
CHEMBL1659,MONDO_0002258,4.0,pharyngitis,
CHEMBL1659,MONDO_0005271,4.0,allergic disease,
CHEMBL1668,EFO_0000537,4.0,hypertension,
CHEMBL1670,EFO_0000616,4.0,neoplasm,
CHEMBL1671,EFO_0000537,4.0,hypertension,
CHEMBL1671,EFO_0000712,4.0,stroke,
CHEMBL1671,EFO_0003913,4.0,angina pectoris,
CHEMBL1671,EFO_0004269,4.0,cardiac arrhythmia,
CHEMBL1671,EFO_1000635,4.0,hemangioma,
CHEMBL1671,MONDO_0005277,4.0,migraine disorder,
CHEMBL1671,MONDO_0021661,4.0,coronary atherosclerosis,
CHEMBL1676,EFO_0000341,4.0,chronic obstructive pulmonary disease,Completed | Withdrawn
CHEMBL1676,EFO_0003956,4.0,seasonal allergic rhinitis,Completed
CHEMBL1676,EFO_0005854,4.0,allergic rhinitis,Completed | Withdrawn
CHEMBL1676,EFO_1001417,4.0,"Rhinitis, Allergic, Perennial",Completed
CHEMBL1676,HP_0001742,4.0,Nasal congestion,
CHEMBL1676,HP_0006536,4.0,Airway obstruction,
CHEMBL1676,MONDO_0004979,4.0,asthma,Completed | Withdrawn
CHEMBL1678,HP_0000726,4.0,Dementia,Completed
CHEMBL1678,MONDO_0004975,4.0,Alzheimer disease,Completed | Terminated | Withdrawn
CHEMBL1683,EFO_0000274,4.0,atopic eczema,Completed | Terminated | Withdrawn
CHEMBL1683,EFO_0000701,4.0,skin disease,
CHEMBL1683,EFO_1000764,4.0,seborrheic dermatitis,
CHEMBL1684,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1684,EFO_0000537,4.0,hypertension,Completed
CHEMBL1685,HP_0012531,4.0,Pain,Not yet recruiting | Unknown status
CHEMBL1690,EFO_0000685,4.0,rheumatoid arthritis,Completed
CHEMBL1690,EFO_0001068,4.0,malaria,
CHEMBL1691,EFO_0000537,4.0,hypertension,
CHEMBL1691,EFO_0004190,4.0,open-angle glaucoma,
CHEMBL1691,EFO_1001069,4.0,ocular hypertension,
CHEMBL1693,EFO_0001073,4.0,obesity,
CHEMBL1694,EFO_0000400,4.0,diabetes mellitus,
CHEMBL1694,EFO_0000537,4.0,hypertension,
CHEMBL1694,EFO_0000712,4.0,stroke,
CHEMBL1694,EFO_1002048,4.0,kidney failure,
CHEMBL1695,HP_0001250,4.0,Seizure,
CHEMBL1698,MONDO_0002009,4.0,major depressive disorder,Completed
CHEMBL1698,MONDO_0002050,4.0,depressive disorder,
CHEMBL169901,EFO_0000537,4.0,hypertension,
CHEMBL17,MONDO_0005041,4.0,glaucoma,
CHEMBL1700,HP_0004308,4.0,Ventricular arrhythmia,
CHEMBL1701,EFO_0003890,4.0,drug dependence,
CHEMBL1701,HP_0012531,4.0,Pain,Unknown status
CHEMBL1702,EFO_0003888,4.0,attention deficit hyperactivity disorder,"Active, not recruiting | Completed"
CHEMBL1703,EFO_0000400,4.0,diabetes mellitus,Completed | Not yet recruiting
CHEMBL1703,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed | Recruiting | Withdrawn
CHEMBL1707,HP_0002014,4.0,Diarrhea,Completed
CHEMBL1709,EFO_0001358,4.0,post-traumatic stress disorder,
CHEMBL1709,EFO_0004242,4.0,obsessive-compulsive disorder,Completed
CHEMBL1709,EFO_1001917,4.0,social anxiety disorder,
CHEMBL1709,HP_0002315,4.0,Headache,
CHEMBL1709,MONDO_0002009,4.0,major depressive disorder,Unknown status
CHEMBL1715,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed
CHEMBL17157,MONDO_0005271,4.0,allergic disease,
CHEMBL1716,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1716,EFO_0005531,4.0,urticaria,
CHEMBL1716,EFO_0007141,4.0,allergic conjunctivitis,
CHEMBL1717,EFO_0000712,4.0,stroke,
CHEMBL1717,MONDO_0000831,4.0,thrombotic disease,
CHEMBL1719,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1719,EFO_0005854,4.0,allergic rhinitis,Withdrawn
CHEMBL1719,EFO_0007141,4.0,allergic conjunctivitis,Recruiting | Completed | Withdrawn
CHEMBL1719,HP_0000989,4.0,Pruritus,
CHEMBL1720,EFO_0004888,4.0,post operative nausea and vomiting,
CHEMBL1720,HP_0002013,4.0,Vomiting,
CHEMBL1720,HP_0002017,4.0,Nausea and vomiting,
CHEMBL1720,HP_0002018,4.0,Nausea,
CHEMBL1720,MONDO_0004992,4.0,cancer,
CHEMBL1722,EFO_0003888,4.0,attention deficit hyperactivity disorder,"Active, not recruiting | Completed | Recruiting | Unknown status | Withdrawn | Terminated"
CHEMBL1722209,EFO_0006865,4.0,urgency urinary incontinence,Completed
CHEMBL1722209,EFO_1000781,4.0,overactive bladder,Completed
CHEMBL1729,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1732,MONDO_0005277,4.0,migraine disorder,Completed
CHEMBL1734,HP_0000020,4.0,Urinary incontinence,Completed | Recruiting | Unknown status
CHEMBL1734,HP_0000103,4.0,Polyuria,
CHEMBL1737,EFO_0001361,4.0,pulmonary arterial hypertension,Completed | Terminated
CHEMBL1737,EFO_0004234,4.0,erectile dysfunction,Completed
CHEMBL1737,HP_0000802,4.0,Impotence,Completed
CHEMBL1737,MONDO_0005149,4.0,pulmonary hypertension,
CHEMBL1738797,EFO_0000616,4.0,neoplasm,
CHEMBL1742423,EFO_0005751,4.0,eye allergy,
CHEMBL1742423,MONDO_0005271,4.0,allergic disease,
CHEMBL1742982,EFO_0000365,4.0,colorectal adenocarcinoma,
CHEMBL1742982,EFO_0000616,4.0,neoplasm,
CHEMBL1742982,EFO_0003770,4.0,diabetic retinopathy,"Withdrawn | Active, not recruiting | Completed"
CHEMBL1742982,EFO_0004683,4.0,wet macular degeneration,Completed | Withdrawn
CHEMBL1742982,EFO_0005753,4.0,ocular vascular disease,
CHEMBL1742982,EFO_0010977,4.0,macrovascular complications of diabetes,
CHEMBL1742982,EFO_1001157,4.0,retinal vein occlusion,Terminated | Unknown status | Completed
CHEMBL1742982,MONDO_0003005,4.0,macular retinal edema,Completed
CHEMBL1742982,MONDO_0005575,4.0,colorectal cancer,
CHEMBL1742990,EFO_0000540,4.0,immune system disease,
CHEMBL1742991,MONDO_0004979,4.0,asthma,Recruiting | Completed | Unknown status
CHEMBL1742992,EFO_0000220,4.0,acute lymphoblastic leukemia,
CHEMBL1742992,EFO_0000616,4.0,neoplasm,
CHEMBL1742992,EFO_0004289,4.0,lymphoid leukemia,Recruiting
CHEMBL1742994,EFO_0000183,4.0,Hodgkins lymphoma,Completed
CHEMBL1742994,EFO_0000616,4.0,neoplasm,
CHEMBL1742994,EFO_0003032,4.0,anaplastic large cell lymphoma,
CHEMBL1742994,EFO_0005952,4.0,non-Hodgkins lymphoma,
CHEMBL1742996,EFO_0000676,4.0,psoriasis,"Active, not recruiting | Completed | Not yet recruiting | Withdrawn | Recruiting | Terminated"
CHEMBL1742996,EFO_1001494,4.0,psoriasis vulgaris,"Active, not recruiting | Completed | Terminated | Recruiting"
CHEMBL1743007,EFO_0000616,4.0,neoplasm,
CHEMBL1743007,EFO_0001378,4.0,multiple myeloma,Completed | Recruiting
CHEMBL1743010,EFO_0000616,4.0,neoplasm,
CHEMBL1743010,EFO_0001378,4.0,multiple myeloma,
CHEMBL1743029,EFO_0000180,4.0,HIV-1 infection,
CHEMBL1743029,EFO_0000763,4.0,viral disease,
CHEMBL1743029,EFO_0000764,4.0,HIV infection,
CHEMBL1743034,EFO_0000540,4.0,immune system disease,
CHEMBL1743034,EFO_0000676,4.0,psoriasis,"Active, not recruiting | Completed | Recruiting"
CHEMBL1743034,EFO_0003778,4.0,psoriatic arthritis,Completed | Recruiting
CHEMBL1743034,EFO_1001494,4.0,psoriasis vulgaris,"Active, not recruiting"
CHEMBL1743041,EFO_0000616,4.0,neoplasm,
CHEMBL1743041,EFO_1000785,4.0,Sezary's disease,
CHEMBL1743041,EFO_1001051,4.0,mycosis fungoides,
CHEMBL1743043,EFO_0000616,4.0,neoplasm,
CHEMBL1743043,EFO_1000956,4.0,hairy cell leukemia,
CHEMBL1743047,EFO_0000616,4.0,neoplasm,
CHEMBL1743047,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL1743048,EFO_0000095,4.0,chronic lymphocytic leukemia,
CHEMBL1743048,EFO_0000616,4.0,neoplasm,
CHEMBL1743048,MONDO_0018906,4.0,follicular lymphoma,Completed
CHEMBL1743049,EFO_0000616,4.0,neoplasm,
CHEMBL1743049,EFO_0000691,4.0,sarcoma,
CHEMBL1743062,EFO_0000616,4.0,neoplasm,
CHEMBL1743062,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL1743062,EFO_0003897,4.0,stomach neoplasm,
CHEMBL1743062,MONDO_0001056,4.0,gastric cancer,Recruiting
CHEMBL1743068,EFO_0000540,4.0,immune system disease,
CHEMBL1743068,EFO_0000676,4.0,psoriasis,"Completed | Withdrawn | Active, not recruiting | Not yet recruiting | Recruiting"
CHEMBL1743068,EFO_0000706,4.0,spondyloarthropathy,Recruiting
CHEMBL1743068,EFO_0003778,4.0,psoriatic arthritis,Completed | Recruiting
CHEMBL1743068,EFO_0003898,4.0,ankylosing spondylitis,"Active, not recruiting | Completed | Recruiting | Unknown status"
CHEMBL1743068,EFO_1001494,4.0,psoriasis vulgaris,"Active, not recruiting | Recruiting"
CHEMBL1743070,EFO_0000540,4.0,immune system disease,
CHEMBL1743073,EFO_0001361,4.0,pulmonary arterial hypertension,Not yet recruiting
CHEMBL1743078,MONDO_0005147,4.0,type 1 diabetes mellitus,Recruiting
CHEMBL1743079,EFO_1001466,4.0,Graves ophthalmopathy,Completed
CHEMBL1743081,EFO_0000274,4.0,atopic eczema,
CHEMBL1743081,HP_0000964,4.0,Eczematoid dermatitis,
CHEMBL1743082,EFO_0000305,4.0,breast carcinoma,
CHEMBL1743082,EFO_0000616,4.0,neoplasm,
CHEMBL1743082,EFO_0003869,4.0,breast neoplasm,
CHEMBL1743082,MONDO_0007254,4.0,breast cancer,Completed
CHEMBL1744447,EFO_0001645,4.0,coronary artery disease,Completed
CHEMBL1744447,EFO_0003914,4.0,atherosclerosis,
CHEMBL1744447,EFO_0004911,4.0,familial hypercholesterolemia,
CHEMBL1744447,HP_0003124,4.0,Hypercholesterolemia,
CHEMBL1744447,MONDO_0018473,4.0,hyperlipoproteinemia type 3,
CHEMBL1744447,MONDO_0021187,4.0,hyperlipidemia,Completed
CHEMBL1752,HP_0006536,4.0,Airway obstruction,
CHEMBL175247,EFO_0001073,4.0,obesity,"Completed | Terminated | Active, not recruiting"
CHEMBL1755,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1760,HP_0006536,4.0,Airway obstruction,
CHEMBL1763,EFO_0000319,4.0,cardiovascular disease,
CHEMBL1766,EFO_0000676,4.0,psoriasis,Completed
CHEMBL1766,EFO_0000701,4.0,skin disease,
CHEMBL1766,EFO_1001494,4.0,psoriasis vulgaris,
CHEMBL1771,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1771,MONDO_0000831,4.0,thrombotic disease,Completed
CHEMBL1773,EFO_0000305,4.0,breast carcinoma,Completed
CHEMBL1773,EFO_0000503,4.0,gastric adenocarcinoma,Terminated
CHEMBL1773,EFO_0000616,4.0,neoplasm,Completed
CHEMBL1773,EFO_0003869,4.0,breast neoplasm,"Active, not recruiting"
CHEMBL1773,EFO_0003897,4.0,stomach neoplasm,
CHEMBL1773,EFO_0004142,4.0,colorectal neoplasm,Completed
CHEMBL1773,EFO_0004288,4.0,colonic neoplasm,
CHEMBL1773,MONDO_0005575,4.0,colorectal cancer,Terminated | Completed
CHEMBL1773,MONDO_0007254,4.0,breast cancer,Terminated | Completed | Recruiting
CHEMBL1779710,EFO_0000400,4.0,diabetes mellitus,Completed
CHEMBL178,EFO_0000222,4.0,acute myeloid leukemia,"Completed | Active, not recruiting | Terminated"
CHEMBL178,EFO_0000616,4.0,neoplasm,
CHEMBL17879,HP_0000989,4.0,Pruritus,
CHEMBL17879,MONDO_0007318,4.0,Alagille syndrome,
CHEMBL1789842,EFO_0000341,4.0,chronic obstructive pulmonary disease,Completed
CHEMBL1789842,EFO_0000464,4.0,emphysema,
CHEMBL1789842,EFO_0006505,4.0,chronic bronchitis,
CHEMBL1789843,EFO_0005761,4.0,lupus nephritis,
CHEMBL1789843,MONDO_0007915,4.0,systemic lupus erythematosus,Recruiting | Unknown status | Completed | Not yet recruiting
CHEMBL1789844,EFO_0000616,4.0,neoplasm,
CHEMBL1789844,EFO_0000681,4.0,renal cell carcinoma,Completed
CHEMBL1789844,EFO_0000756,4.0,melanoma,"Active, not recruiting"
CHEMBL1789844,EFO_0002617,4.0,metastatic melanoma,Terminated
CHEMBL1789844,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL1789941,EFO_0000616,4.0,neoplasm,
CHEMBL1789941,HP_0000964,4.0,Eczematoid dermatitis,
CHEMBL1790041,EFO_0003948,4.0,gastroesophageal reflux disease,
CHEMBL1790041,HP_0004398,4.0,Peptic ulcer,Withdrawn
CHEMBL1795071,EFO_0002429,4.0,polycythemia vera,
CHEMBL1795071,EFO_0002430,4.0,primary myelofibrosis,
CHEMBL1795071,EFO_0004251,4.0,myeloproliferative disorder,
CHEMBL1795071,HP_0011974,4.0,Myelofibrosis,
CHEMBL1795071,MONDO_0013730,4.0,graft versus host disease,
CHEMBL1800159,EFO_0000616,4.0,neoplasm,
CHEMBL1800159,MONDO_0008315,4.0,prostate cancer,"Active, not recruiting"
CHEMBL1808388,MONDO_0005148,4.0,type 2 diabetes mellitus,
CHEMBL181,EFO_0000537,4.0,hypertension,
CHEMBL18442,EFO_0000220,4.0,acute lymphoblastic leukemia,
CHEMBL18442,EFO_0000574,4.0,lymphoma,Recruiting
CHEMBL18442,EFO_0000616,4.0,neoplasm,
CHEMBL18442,EFO_0001378,4.0,multiple myeloma,
CHEMBL18442,EFO_0005952,4.0,non-Hodgkins lymphoma,Completed
CHEMBL185,EFO_0000228,4.0,adenocarcinoma,
CHEMBL185,EFO_0000616,4.0,neoplasm,
CHEMBL185,EFO_0002496,4.0,actinic keratosis,Completed | Enrolling by invitation | Unknown status
CHEMBL185,EFO_0004193,4.0,basal cell carcinoma,
CHEMBL1873475,EFO_0000095,4.0,chronic lymphocytic leukemia,
CHEMBL1873475,EFO_0000616,4.0,neoplasm,
CHEMBL1873475,EFO_0009441,4.0,Waldenstrom macroglobulinemia,Completed
CHEMBL1873475,EFO_1001469,4.0,Mantle cell lymphoma,Completed
CHEMBL1888176,HP_0000020,4.0,Urinary incontinence,Completed
CHEMBL1888176,HP_0000103,4.0,Polyuria,
CHEMBL189,EFO_0000319,4.0,cardiovascular disease,
CHEMBL19,EFO_0004190,4.0,open-angle glaucoma,"Active, not recruiting"
CHEMBL19,MONDO_0005041,4.0,glaucoma,
CHEMBL190461,EFO_0000474,4.0,epilepsy,
CHEMBL190461,HP_0001250,4.0,Seizure,
CHEMBL190461,MONDO_0016532,4.0,Lennox-Gastaut syndrome,Withdrawn
CHEMBL1908360,EFO_0000305,4.0,breast carcinoma,Completed
CHEMBL1908360,EFO_0000616,4.0,neoplasm,Completed
CHEMBL1908360,EFO_0000681,4.0,renal cell carcinoma,Completed | Terminated
CHEMBL1908360,EFO_1000045,4.0,pancreatic neuroendocrine tumor,Completed
CHEMBL1908360,EFO_1000634,4.0,hamartoma,
CHEMBL1908360,EFO_1001901,4.0,neuroendocrine neoplasm,Completed
CHEMBL1908360,MONDO_0001734,4.0,tuberous sclerosis,
CHEMBL1908360,MONDO_0004555,4.0,kidney angiomyolipoma,
CHEMBL1908360,MONDO_0007254,4.0,breast cancer,Completed
CHEMBL1908391,EFO_0000616,4.0,neoplasm,
CHEMBL191,EFO_0000319,4.0,cardiovascular disease,
CHEMBL192,EFO_0004234,4.0,erectile dysfunction,Unknown status | Completed
CHEMBL192,HP_0000802,4.0,Impotence,Completed | Unknown status
CHEMBL19236,EFO_0000537,4.0,hypertension,
CHEMBL19449,HP_0006536,4.0,Airway obstruction,
CHEMBL1946170,EFO_0000616,4.0,neoplasm,
CHEMBL1946170,EFO_0004142,4.0,colorectal neoplasm,
CHEMBL1946170,MONDO_0005575,4.0,colorectal cancer,
CHEMBL1951071,EFO_0000341,4.0,chronic obstructive pulmonary disease,Completed | Terminated
CHEMBL1951071,EFO_0000464,4.0,emphysema,
CHEMBL1951071,EFO_0006505,4.0,chronic bronchitis,
CHEMBL1963681,EFO_0004234,4.0,erectile dysfunction,Completed | Unknown status
CHEMBL1963681,HP_0000802,4.0,Impotence,
CHEMBL1963683,EFO_0004190,4.0,open-angle glaucoma,Completed
CHEMBL1963683,EFO_1001069,4.0,ocular hypertension,Completed
CHEMBL1963683,MONDO_0005041,4.0,glaucoma,Completed
CHEMBL1983268,EFO_0000616,4.0,neoplasm,
CHEMBL1983268,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL198362,EFO_0000275,4.0,atrial fibrillation,Completed | Recruiting | Unknown status
CHEMBL198362,EFO_0001645,4.0,coronary artery disease,"Active, not recruiting | Recruiting | Completed"
