drugId,targetId,max_phase,statuses,mechanisms,target_name
CHEMBL1908360,ENSG00000088832,4.0,Completed | Terminated,FK506-binding protein 1A inhibitor,Peptidyl-prolyl cis-trans isomerase FKBP1A
CHEMBL1908391,ENSG00000068078,4.0,,Fibroblast growth factor receptor 3 inhibitor,Fibroblast growth factor receptor 3
CHEMBL1908391,ENSG00000113721,4.0,,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL1908391,ENSG00000134853,4.0,,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL1908391,ENSG00000157404,4.0,,Stem cell growth factor receptor inhibitor,Mast/stem cell growth factor receptor Kit
CHEMBL191,ENSG00000144891,4.0,,Type-1 angiotensin II receptor antagonist,Type-1 angiotensin II receptor
CHEMBL192,ENSG00000138735,4.0,Unknown status | Completed,Phosphodiesterase 5A inhibitor,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL19236,ENSG00000010322,4.0,,Nischarin agonist,Nischarin
CHEMBL19449,ENSG00000065989,4.0,,Phosphodiesterase 4 inhibitor,Phosphodiesterase 4
CHEMBL19449,ENSG00000105650,4.0,,Phosphodiesterase 4 inhibitor,Phosphodiesterase 4
CHEMBL19449,ENSG00000113448,4.0,,Phosphodiesterase 4 inhibitor,Phosphodiesterase 4
CHEMBL19449,ENSG00000172572,4.0,,Phosphodiesterase 3A inhibitor,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A"
CHEMBL19449,ENSG00000184588,4.0,,Phosphodiesterase 4 inhibitor,Phosphodiesterase 4
CHEMBL1946170,ENSG00000037280,4.0,,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL1946170,ENSG00000066468,4.0,,Fibroblast growth factor receptor 2 inhibitor,Fibroblast growth factor receptor 2
CHEMBL1946170,ENSG00000077782,4.0,,Fibroblast growth factor receptor 1 inhibitor,Fibroblast growth factor receptor 1
CHEMBL1946170,ENSG00000097007,4.0,,Tyrosine-protein kinase ABL inhibitor,Tyrosine-protein kinase ABL1
CHEMBL1946170,ENSG00000102755,4.0,,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL1946170,ENSG00000111816,4.0,,Tyrosine-protein kinase FRK inhibitor,Tyrosine-protein kinase FRK
CHEMBL1946170,ENSG00000113721,4.0,,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL1946170,ENSG00000120156,4.0,,Tyrosine-protein kinase TIE-2 inhibitor,Angiopoietin-1 receptor
CHEMBL1946170,ENSG00000128052,4.0,,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL1946170,ENSG00000132155,4.0,,Serine/threonine-protein kinase RAF inhibitor,RAF proto-oncogene serine/threonine-protein kinase
CHEMBL1946170,ENSG00000134853,4.0,,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL1946170,ENSG00000142627,4.0,,Ephrin type-A receptor 2 inhibitor,Ephrin type-A receptor 2
CHEMBL1946170,ENSG00000157404,4.0,,Stem cell growth factor receptor inhibitor,Mast/stem cell growth factor receptor Kit
CHEMBL1946170,ENSG00000157764,4.0,,Serine/threonine-protein kinase B-raf inhibitor,Serine/threonine-protein kinase B-raf
CHEMBL1946170,ENSG00000162733,4.0,,Discoidin domain-containing receptor 2 inhibitor,Discoidin domain-containing receptor 2
CHEMBL1946170,ENSG00000165731,4.0,,Tyrosine-protein kinase receptor RET inhibitor,Proto-oncogene tyrosine-protein kinase receptor Ret
CHEMBL1946170,ENSG00000185386,4.0,,MAP kinase p38 beta inhibitor,Mitogen-activated protein kinase 11
CHEMBL1946170,ENSG00000198400,4.0,,Nerve growth factor receptor Trk-A inhibitor,High affinity nerve growth factor receptor
CHEMBL1951071,ENSG00000169252,4.0,Completed | Terminated,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1963681,ENSG00000138735,4.0,Completed | Unknown status,Phosphodiesterase 5A inhibitor,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL1963683,ENSG00000122420,4.0,Completed,Prostanoid FP receptor agonist,Prostaglandin F2-alpha receptor
CHEMBL1983268,ENSG00000047936,4.0,,Proto-oncogene tyrosine-protein kinase ROS inhibitor,Proto-oncogene tyrosine-protein kinase ROS
CHEMBL1983268,ENSG00000140538,4.0,,Neurotrophic tyrosine kinase receptor inhibitor,Neurotrophic tyrosine kinase receptor
CHEMBL1983268,ENSG00000148053,4.0,,Neurotrophic tyrosine kinase receptor inhibitor,Neurotrophic tyrosine kinase receptor
CHEMBL1983268,ENSG00000171094,4.0,,ALK tyrosine kinase receptor inhibitor,ALK tyrosine kinase receptor
CHEMBL1983268,ENSG00000198400,4.0,,Neurotrophic tyrosine kinase receptor inhibitor,Neurotrophic tyrosine kinase receptor
CHEMBL198362,ENSG00000126218,4.0,"Completed | Recruiting | Unknown status | Active, not recruiting | Terminated | Not yet recruiting",Coagulation factor X inhibitor,Coagulation factor X
CHEMBL20,ENSG00000074410,4.0,"Completed | Not yet recruiting | Unknown status | Recruiting | Active, not recruiting",Carbonic anhydrase XII inhibitor,Carbonic anhydrase 12
CHEMBL20,ENSG00000104267,4.0,"Recruiting | Active, not recruiting | Completed | Unknown status | Not yet recruiting",Carbonic anhydrase II inhibitor,Carbonic anhydrase 2
CHEMBL20,ENSG00000133742,4.0,"Not yet recruiting | Recruiting | Completed | Active, not recruiting | Unknown status",Carbonic anhydrase I inhibitor,Carbonic anhydrase 1
CHEMBL20,ENSG00000167434,4.0,"Completed | Recruiting | Active, not recruiting | Unknown status | Not yet recruiting",Carbonic anhydrase IV inhibitor,Carbonic anhydrase 4
CHEMBL2007641,ENSG00000141736,4.0,Completed | Recruiting,Receptor protein-tyrosine kinase erbB-2 inhibitor,Receptor tyrosine-protein kinase erbB-2
CHEMBL2010601,ENSG00000001626,4.0,Recruiting | Terminated | Unknown status,Cystic fibrosis transmembrane conductance regulator positive modulator,Cystic fibrosis transmembrane conductance regulator
CHEMBL2018096,ENSG00000140675,4.0,,Sodium/glucose cotransporter 2 inhibitor,Sodium/glucose cotransporter 2
CHEMBL2021430,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL2024517,ENSG00000149295,4.0,,Dopamine D2 receptor modulator,D(2) dopamine receptor
CHEMBL2024517,ENSG00000151577,4.0,,Dopamine D3 receptor modulator,D(3) dopamine receptor
CHEMBL2028019,ENSG00000149295,4.0,,Dopamine D2 receptor modulator,D(2) dopamine receptor
CHEMBL2028019,ENSG00000151577,4.0,,Dopamine D3 receptor modulator,D(3) dopamine receptor
CHEMBL2028663,ENSG00000157764,4.0,,Serine/threonine-protein kinase B-raf inhibitor,Serine/threonine-protein kinase B-raf
CHEMBL2028852,ENSG00000168398,4.0,,Bradykinin B2 receptor antagonist,B2 bradykinin receptor
CHEMBL2028987,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor antagonist,Gonadotropin-releasing hormone receptor
CHEMBL2035187,ENSG00000096968,4.0,,Tyrosine-protein kinase JAK2 inhibitor,Tyrosine-protein kinase JAK2
CHEMBL2035187,ENSG00000122025,4.0,,Tyrosine-protein kinase receptor FLT3 inhibitor,Receptor-type tyrosine-protein kinase FLT3
CHEMBL2040682,ENSG00000113580,4.0,Completed | Terminated | Withdrawn,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL2043437,ENSG00000128602,4.0,,Smoothened homolog antagonist,Protein smoothened
CHEMBL2062163,ENSG00000103546,4.0,,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL2062163,ENSG00000142319,4.0,,Dopamine transporter inhibitor,Sodium-dependent dopamine transporter
CHEMBL2062266,ENSG00000112038,4.0,Completed,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL2062335,ENSG00000043591,4.0,Completed,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL206253,ENSG00000115353,4.0,"Active, not recruiting",Neurokinin 1 receptor antagonist,Substance-P receptor
CHEMBL20883,ENSG00000176890,4.0,,Thymidylate synthase inhibitor,Thymidylate synthase
CHEMBL2095212,ENSG00000188778,4.0,Recruiting | Not yet recruiting | Completed | Unknown status | Withdrawn,Beta-3 adrenergic receptor agonist,Beta-3 adrenergic receptor
CHEMBL2103738,ENSG00000082701,4.0,,Glycogen synthase kinase-3 inhibitor,Glycogen synthase kinase-3
CHEMBL2103738,ENSG00000105723,4.0,,Glycogen synthase kinase-3 inhibitor,Glycogen synthase kinase-3
CHEMBL2103738,ENSG00000133731,4.0,,Inositol-1(or 4)-monophosphatase 1 inhibitor,Inositol monophosphatase 1
CHEMBL2103739,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL2103744,ENSG00000112038,4.0,Recruiting | Terminated | Unknown status | Completed | Withdrawn,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL2103795,ENSG00000144891,4.0,,Type-1 angiotensin II receptor antagonist,Type-1 angiotensin II receptor
CHEMBL2103802,ENSG00000140675,4.0,Completed,Sodium/glucose cotransporter 2 inhibitor,Sodium/glucose cotransporter 2
CHEMBL2103837,ENSG00000118271,4.0,,Transthyretin stabiliser,Transthyretin
CHEMBL2103867,ENSG00000070019,4.0,,Heat-stable enterotoxin receptor agonist,Guanylyl cyclase C
CHEMBL2103868,ENSG00000105976,4.0,,Hepatocyte growth factor receptor inhibitor,Hepatocyte growth factor receptor
CHEMBL2103868,ENSG00000128052,4.0,,Vascular endothelial growth factor receptor 2 inhibitor,Vascular endothelial growth factor receptor 2
CHEMBL2103870,ENSG00000001626,4.0,Terminated,Cystic fibrosis transmembrane conductance regulator stabiliser,Cystic fibrosis transmembrane conductance regulator
CHEMBL2103875,ENSG00000126934,4.0,,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,Dual specificity mitogen-activated protein kinase kinase; MEK1/2
CHEMBL2103875,ENSG00000169032,4.0,,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,Dual specificity mitogen-activated protein kinase kinase; MEK1/2
CHEMBL2103883,ENSG00000117400,4.0,,Thrombopoietin receptor agonist,Thrombopoietin receptor
CHEMBL2104391,ENSG00000171105,4.0,Terminated | Completed | Unknown status | Withdrawn,Insulin receptor agonist,Insulin receptor
CHEMBL2104987,ENSG00000065325,4.0,Completed,Glucagon-like peptide 2 receptor agonist,Glucagon-like peptide 2 receptor
CHEMBL2105458,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL2105581,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL2105613,ENSG00000112294,4.0,Completed | Terminated | Withdrawn,Succinate semialdehyde dehydrogenase inhibitor,"Succinate-semialdehyde dehydrogenase, mitochondrial"
CHEMBL2105648,ENSG00000172819,4.0,,Retinoic acid receptor gamma agonist,Retinoic acid receptor gamma
CHEMBL2105675,ENSG00000118271,4.0,,Transthyretin stabiliser,Transthyretin
CHEMBL2105682,ENSG00000126218,4.0,,Coagulation factor X inhibitor,Coagulation factor X
CHEMBL2105712,ENSG00000141736,4.0,Not yet recruiting,Receptor protein-tyrosine kinase erbB-2 inhibitor,Receptor tyrosine-protein kinase erbB-2
CHEMBL2105712,ENSG00000146648,4.0,Not yet recruiting,Epidermal growth factor receptor erbB1 inhibitor,Epidermal growth factor receptor
CHEMBL2105712,ENSG00000178568,4.0,Not yet recruiting,Receptor protein-tyrosine kinase erbB-4 inhibitor,Receptor tyrosine-protein kinase erbB-4
CHEMBL2105717,ENSG00000105976,4.0,,Hepatocyte growth factor receptor inhibitor,Hepatocyte growth factor receptor
CHEMBL2105717,ENSG00000128052,4.0,,Vascular endothelial growth factor receptor 2 inhibitor,Vascular endothelial growth factor receptor 2
CHEMBL2105719,ENSG00000141736,4.0,,Receptor protein-tyrosine kinase erbB-2 inhibitor,Receptor tyrosine-protein kinase erbB-2
CHEMBL2105719,ENSG00000146648,4.0,,Epidermal growth factor receptor erbB1 inhibitor,Epidermal growth factor receptor
CHEMBL2105719,ENSG00000178568,4.0,,Receptor protein-tyrosine kinase erbB-4 inhibitor,Receptor tyrosine-protein kinase erbB-4
CHEMBL2105720,ENSG00000197891,4.0,,Solute carrier family 22 member 12 inhibitor,Solute carrier family 22 member 12
CHEMBL2105729,ENSG00000157764,4.0,,Serine/threonine-protein kinase B-raf inhibitor,Serine/threonine-protein kinase B-raf
CHEMBL2105732,ENSG00000103546,4.0,,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL2105732,ENSG00000108576,4.0,,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL2105737,ENSG00000128602,4.0,,Smoothened homolog inhibitor,Protein smoothened
CHEMBL2105741,ENSG00000126934,4.0,,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Dual specificity mitogen-activated protein kinase kinase 2
CHEMBL2105741,ENSG00000169032,4.0,,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,Dual specificity mitogen-activated protein kinase kinase 1
CHEMBL2105743,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL2105748,ENSG00000164270,4.0,,Serotonin 4 (5-HT4) receptor agonist,5-hydroxytryptamine receptor 4
CHEMBL2105755,ENSG00000112038,4.0,,Mu opioid receptor antagonist,Mu-type opioid receptor
CHEMBL2105756,ENSG00000037280,4.0,,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL2105756,ENSG00000102755,4.0,,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL2105756,ENSG00000113721,4.0,,Platelet-derived growth factor receptor beta inhibitor,Platelet-derived growth factor receptor beta
CHEMBL2105756,ENSG00000128052,4.0,,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL2105756,ENSG00000157404,4.0,,Stem cell growth factor receptor inhibitor,Mast/stem cell growth factor receptor Kit
CHEMBL2105758,ENSG00000117400,4.0,,Thrombopoietin receptor agonist,Thrombopoietin receptor
CHEMBL2105759,ENSG00000096968,4.0,"Active, not recruiting | Completed | Recruiting | Terminated",Tyrosine-protein kinase JAK2 inhibitor,Tyrosine-protein kinase JAK2
CHEMBL2105759,ENSG00000162434,4.0,"Active, not recruiting | Completed | Recruiting | Terminated",Tyrosine-protein kinase JAK1 inhibitor,Tyrosine-protein kinase JAK1
CHEMBL2105760,ENSG00000102468,4.0,Recruiting | Completed | Withdrawn,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL2105760,ENSG00000149295,4.0,Completed | Recruiting | Withdrawn,Dopamine D2 receptor partial agonist,D(2) dopamine receptor
CHEMBL2105760,ENSG00000178394,4.0,Completed | Recruiting | Withdrawn,Serotonin 1a (5-HT1a) receptor partial agonist,5-hydroxytryptamine receptor 1A
CHEMBL2106483,ENSG00000103546,4.0,Completed | Recruiting,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL2107067,ENSG00000169083,4.0,"Withdrawn | Active, not recruiting | Recruiting | Completed",Androgen Receptor agonist,Androgen receptor
CHEMBL2107333,ENSG00000079999,4.0,"Completed | Terminated | Withdrawn | Active, not recruiting | Unknown status",Kelch-like ECH-associated protein 1 inhibitor,Kelch-like ECH-associated protein 1
CHEMBL2107354,ENSG00000167207,4.0,,Nucleotide-binding oligomerization domain-containing protein 2 other,Nucleotide-binding oligomerization domain-containing protein 2
CHEMBL2107355,ENSG00000102393,4.0,,Alpha-galactosidase A stabiliser,Alpha-galactosidase A
CHEMBL2107360,ENSG00000102468,4.0,Completed | Not yet recruiting | Unknown status | Withdrawn | Terminated,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL2107360,ENSG00000149295,4.0,Completed | Not yet recruiting | Terminated | Unknown status | Withdrawn,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL2107383,ENSG00000055118,4.0,,HERG blocker,Voltage-gated inwardly rectifying potassium channel KCNH2
CHEMBL2107383,ENSG00000120457,4.0,,Kir3.1/Kir3.4 blocker,Kir3.1/Kir3.4
CHEMBL2107383,ENSG00000130037,4.0,,Voltage-gated potassium channel subunit Kv1.5 blocker,Potassium voltage-gated channel subfamily A member 5
CHEMBL2107383,ENSG00000162989,4.0,,Kir3.1/Kir3.4 blocker,Kir3.1/Kir3.4
CHEMBL2107383,ENSG00000171385,4.0,,Voltage-gated potassium channel subunit Kv4.3 blocker,A-type voltage-gated potassium channel KCND3
CHEMBL2107383,ENSG00000183873,4.0,,Sodium channel protein type V alpha subunit blocker,Sodium channel protein type 5 subunit alpha
CHEMBL2107386,ENSG00000181104,4.0,,Proteinase-activated receptor 1 antagonist,Proteinase-activated receptor 1
CHEMBL2107387,ENSG00000108576,4.0,,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL2107387,ENSG00000166736,4.0,,Serotonin 3a (5-HT3a) receptor antagonist,5-hydroxytryptamine receptor 3A
CHEMBL2107387,ENSG00000178394,4.0,,Serotonin 1a (5-HT1a) receptor agonist,5-hydroxytryptamine receptor 1A
CHEMBL2107797,ENSG00000082175,4.0,,Progesterone receptor agonist,Progesterone receptor
CHEMBL2107826,ENSG00000188778,4.0,Recruiting,Beta-3 adrenergic receptor agonist,Beta-3 adrenergic receptor
CHEMBL2107830,ENSG00000140675,4.0,Completed | Recruiting | Enrolling by invitation | Terminated | Unknown status | Withdrawn | Not yet recruiting,Sodium/glucose cotransporter 2 inhibitor,Sodium/glucose cotransporter 2
CHEMBL2107831,ENSG00000117400,4.0,,Thrombopoietin receptor agonist,Thrombopoietin receptor
CHEMBL2107841,ENSG00000112164,4.0,Completed | Terminated,Glucagon-like peptide 1 receptor agonist,Glucagon-like peptide 1 receptor
CHEMBL2107869,ENSG00000171105,4.0,Terminated,Insulin receptor agonist,Insulin receptor
CHEMBL2107873,ENSG00000110799,4.0,,von Willebrand factor exogenous protein,von Willebrand factor
CHEMBL2107874,ENSG00000167941,4.0,"Recruiting | Active, not recruiting | Completed",Sclerostin inhibitor,Sclerostin
CHEMBL2107884,ENSG00000113525,4.0,Completed | Terminated,Interleukin-5 inhibitor,Interleukin-5
CHEMBL2107885,ENSG00000104368,4.0,,Tissue-type plasminogen activator exogenous protein,Tissue-type plasminogen activator
CHEMBL2108027,ENSG00000112164,4.0,"Completed | Active, not recruiting | Recruiting",Glucagon-like peptide 1 receptor agonist,Glucagon-like peptide 1 receptor
CHEMBL2108041,ENSG00000156738,4.0,"Active, not recruiting | Recruiting | Withdrawn | Completed | Terminated",B-lymphocyte antigen CD20 binding agent,B-lymphocyte antigen CD20
CHEMBL2108078,ENSG00000160801,4.0,Completed,Parathyroid hormone receptor agonist,Parathyroid hormone/parathyroid hormone-related peptide receptor
CHEMBL2108184,ENSG00000001626,4.0,Terminated,Cystic fibrosis transmembrane conductance regulator inhibitor,Cystic fibrosis transmembrane conductance regulator
CHEMBL2108184,ENSG00000131620,4.0,Terminated,Anoctamin-1 blocker,Anoctamin-1
CHEMBL2108286,ENSG00000185010,4.0,,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL2108290,ENSG00000187266,4.0,,Erythropoietin receptor agonist,Erythropoietin receptor
CHEMBL2108319,ENSG00000185010,4.0,Not yet recruiting,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL2108334,ENSG00000057593,4.0,Completed,Coagulation factor VII exogenous protein,Coagulation factor VII
CHEMBL2108336,ENSG00000112164,4.0,Terminated | Completed,Glucagon-like peptide 1 receptor agonist,Glucagon-like peptide 1 receptor
CHEMBL2108348,ENSG00000101981,4.0,,Coagulation factor IX exogenous protein,Coagulation factor IX
CHEMBL2108350,ENSG00000149131,4.0,,Plasma protease C1 inhibitor exogenous protein,Plasma protease C1 inhibitor
CHEMBL2108354,ENSG00000156738,4.0,,B-lymphocyte antigen CD20 binding agent,B-lymphocyte antigen CD20
CHEMBL2108429,ENSG00000113525,4.0,Not yet recruiting | Recruiting | Completed,Interleukin-5 inhibitor,Interleukin-5
CHEMBL2108581,ENSG00000119888,4.0,,Epithelial cell adhesion molecule cross-linking agent,Epithelial cell adhesion molecule
CHEMBL2108581,ENSG00000160654,4.0,,T cell surface glycoprotein CD3 cross-linking agent,T cell surface glycoprotein CD3
CHEMBL2108581,ENSG00000167286,4.0,,T cell surface glycoprotein CD3 cross-linking agent,T cell surface glycoprotein CD3
CHEMBL2108581,ENSG00000198851,4.0,,T cell surface glycoprotein CD3 cross-linking agent,T cell surface glycoprotein CD3
CHEMBL2108593,ENSG00000187266,4.0,,Erythropoietin receptor agonist,Erythropoietin receptor
CHEMBL2108594,ENSG00000107779,4.0,,Bone morphogenetic protein receptor type-1A agonist,Bone morphogenetic protein receptor type-1A
CHEMBL2108594,ENSG00000115170,4.0,,Activin receptor type-1 agonist,Activin receptor type-1
CHEMBL2108594,ENSG00000138696,4.0,,Bone morphogenetic protein receptor type-1B agonist,Bone morphogenetic protein receptor type-1B
CHEMBL2108594,ENSG00000204217,4.0,,Bone morphogenetic protein receptor type-2 agonist,Bone morphogenetic protein receptor type-2
CHEMBL2108611,ENSG00000012124,4.0,"Active, not recruiting | Completed",CD22 binding agent,B-cell receptor CD22
CHEMBL2108658,ENSG00000163599,4.0,,Cytotoxic T-lymphocyte protein 4 inhibitor,Cytotoxic T-lymphocyte protein 4
CHEMBL2108675,ENSG00000077238,4.0,"Completed | Recruiting | Active, not recruiting | Not yet recruiting | Terminated",Interleukin-4 receptor subunit alpha antagonist,Interleukin-4 receptor subunit alpha
CHEMBL2108724,ENSG00000112164,4.0,"Recruiting | Active, not recruiting | Completed | Terminated",Glucagon-like peptide 1 receptor agonist,Glucagon-like peptide 1 receptor
CHEMBL2108730,ENSG00000160712,4.0,Completed,Interleukin-6 receptor alpha subunit antagonist,Interleukin-6 receptor subunit alpha
CHEMBL2108738,ENSG00000188389,4.0,"Active, not recruiting | Completed | Recruiting | Unknown status",Programmed cell death protein 1 inhibitor,Programmed cell death protein 1
CHEMBL2108791,ENSG00000104368,4.0,"Terminated | Active, not recruiting",Tissue-type plasminogen activator exogenous protein,Tissue-type plasminogen activator
CHEMBL2108973,ENSG00000171105,4.0,Terminated,Insulin receptor agonist,Insulin receptor
CHEMBL2109065,ENSG00000185010,4.0,Completed,Coagulation factor VIII inhibitor,Coagulation factor VIII
CHEMBL2109065,ENSG00000198734,4.0,Completed,Coagulation factor V inhibitor,Coagulation factor V
CHEMBL2109092,ENSG00000187266,4.0,Completed | Recruiting | Terminated | Unknown status,Erythropoietin receptor agonist,Erythropoietin receptor
CHEMBL2109093,ENSG00000187266,4.0,,Erythropoietin receptor agonist,Erythropoietin receptor
CHEMBL2109128,ENSG00000119535,4.0,Completed,Granulocyte colony stimulating factor receptor agonist,Granulocyte colony-stimulating factor receptor
CHEMBL2109137,ENSG00000185010,4.0,Completed | Terminated | Withdrawn,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL2109171,ENSG00000107779,4.0,Completed,Bone morphogenetic protein receptor type-1A agonist,Bone morphogenetic protein receptor type-1A
CHEMBL2109171,ENSG00000115170,4.0,Completed,Activin receptor type-1 agonist,Activin receptor type-1
CHEMBL2109171,ENSG00000138696,4.0,Completed,Bone morphogenetic protein receptor type-1B agonist,Bone morphogenetic protein receptor type-1B
CHEMBL2109171,ENSG00000204217,4.0,Completed,Bone morphogenetic protein receptor type-2 agonist,Bone morphogenetic protein receptor type-2
CHEMBL2109205,ENSG00000101981,4.0,Completed,Coagulation factor IX exogenous protein,Coagulation factor IX
CHEMBL2109334,ENSG00000177455,4.0,Not yet recruiting | Recruiting,B-lymphocyte antigen CD19 binding agent,B-lymphocyte antigen CD19
CHEMBL2109540,ENSG00000169174,4.0,Recruiting | Terminated | Completed,Subtilisin/kexin type 9 inhibitor,Proprotein convertase subtilisin/kexin type 9
CHEMBL2109624,ENSG00000110799,4.0,,von Willebrand factor inhibitor,von Willebrand factor
CHEMBL2110372,ENSG00000113749,4.0,,Histamine H2 receptor antagonist,Histamine H2 receptor
CHEMBL2110588,ENSG00000148154,4.0,,Ceramide glucosyltransferase inhibitor,Ceramide glucosyltransferase
CHEMBL2110774,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL2110824,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor agonist,Gonadotropin-releasing hormone receptor
CHEMBL2111101,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor inverse agonist,5-hydroxytryptamine receptor 2A
CHEMBL2111112,ENSG00000055118,4.0,,HERG blocker,Voltage-gated inwardly rectifying potassium channel KCNH2
CHEMBL2111112,ENSG00000183873,4.0,,Sodium channel protein type V alpha subunit blocker,Sodium channel protein type 5 subunit alpha
CHEMBL2111286,ENSG00000113749,4.0,,Histamine H2 receptor antagonist,Histamine H2 receptor
CHEMBL2111290,ENSG00000106128,4.0,,Growth hormone-releasing hormone receptor agonist,Growth hormone-releasing hormone receptor
CHEMBL211471,ENSG00000087085,4.0,,Acetylcholinesterase inhibitor,Acetylcholinesterase
CHEMBL21333,ENSG00000173198,4.0,,Cysteinyl leukotriene receptor 1 antagonist,Cysteinyl leukotriene receptor 1
CHEMBL2134724,ENSG00000133019,4.0,Completed | Terminated | Unknown status,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL2135460,ENSG00000126895,4.0,Unknown status,Vasopressin V2 receptor binding agent,Vasopressin V2 receptor
CHEMBL2135460,ENSG00000166148,4.0,Unknown status,Vasopressin V1 receptor binding agent,Vasopressin V1 receptor
CHEMBL2135460,ENSG00000198049,4.0,Unknown status,Vasopressin V1 receptor binding agent,Vasopressin V1 receptor
CHEMBL2138684,ENSG00000135312,4.0,,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL2138684,ENSG00000179546,4.0,,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL2145077,ENSG00000138622,4.0,,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4
CHEMBL2146146,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL2146146,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL2146146,ENSG00000181072,4.0,,Muscarinic acetylcholine receptor M2 antagonist,Muscarinic acetylcholine receptor M2
CHEMBL2146883,ENSG00000126934,4.0,,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Dual specificity mitogen-activated protein kinase kinase 2
CHEMBL2146883,ENSG00000169032,4.0,,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,Dual specificity mitogen-activated protein kinase kinase 1
CHEMBL2147777,ENSG00000197635,4.0,Completed,Dipeptidyl peptidase IV inhibitor,Dipeptidyl peptidase 4
CHEMBL2159122,ENSG00000112038,4.0,Completed,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL2181927,ENSG00000151623,4.0,,Mineralocorticoid receptor antagonist,Mineralocorticoid receptor
CHEMBL218490,ENSG00000104267,4.0,Completed | Unknown status,Carbonic anhydrase II inhibitor,Carbonic anhydrase 2
CHEMBL219916,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL220491,ENSG00000104267,4.0,Completed | Terminated,Carbonic anhydrase II inhibitor,Carbonic anhydrase 2
